DATE,City,"Agriculture, Forestry, Fishing and Hunting",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accommodation and Food Services,Other Services (except Public Administration),Federal Government,Local Government,State Government,Not Elsewhere Classified,"Mining, Quarrying, and Oil and Gas Extraction"
19-Sep,Palm Springs,***,60,1128,269,292,2700,1163,258,323,571,649,6,1384,76,6139,401,7149,711,175,2997,***,NA,***
19-Oct,Palm Springs,***,59,1074,278,262,2869,1190,225,332,576,667,5,1400,84,6257,487,7167,761,177,2164,***,NA,***
19-Nov,Palm Springs,***,60,1098,292,265,3007,1279,232,342,590,654,6,1400,101,6301,516,7350,783,183,2190,***,NA,***
19-Dec,Palm Springs,***,61,1061,274,268,2998,1380,233,348,602,680,6,1349,78,6259,522,7347,772,181,2170,***,NA,***
19-Jan,Rancho Mirage,NA,NA,121,38,64,1152,8,129,143,236,396,NA,255,114,5831,946,3173,374,***,***,NA,NA,***
19-Feb,Rancho Mirage,NA,NA,118,36,61,1156,7,129,148,242,394,NA,256,116,5843,945,3167,381,***,***,NA,NA,***
19-Mar,Rancho Mirage,NA,NA,121,38,63,1148,7,133,147,236,379,NA,251,119,5832,955,3350,382,***,***,NA,NA,***
19-Apr,Rancho Mirage,NA,NA,124,77,***,1129,7,137,150,237,368,NA,258,***,5645,960,3315,373,***,***,NA,NA,***
19-May,Rancho Mirage,NA,NA,128,73,***,1131,8,134,148,235,378,NA,256,***,5675,827,3237,365,***,***,NA,NA,***
19-Jun,Rancho Mirage,NA,NA,115,74,***,1112,7,134,139,232,381,NA,252,***,5671,591,3175,339,***,***,NA,NA,***
19-Jul,Rancho Mirage,NA,NA,145,69,***,1118,7,139,143,242,414,NA,212,***,5634,549,3022,333,***,***,NA,NA,***
19-Aug,Rancho Mirage,NA,NA,142,72,***,1104,8,135,142,245,398,NA,213,***,5654,511,2945,334,***,***,NA,NA,***
19-Sep,Rancho Mirage,NA,NA,149,72,***,1126,8,130,137,253,382,NA,212,***,5638,516,2901,378,***,***,NA,NA,***
19-Oct,Rancho Mirage,NA,NA,155,59,***,1104,8,131,141,256,406,NA,237,***,5871,658,2950,453,***,***,NA,NA,***
19-Nov,Rancho Mirage,NA,NA,168,61,***,1148,10,138,139,260,401,NA,239,***,5884,878,3057,478,***,***,NA,NA,***
19-Dec,Rancho Mirage,NA,NA,140,57,***,1162,9,129,131,258,412,NA,236,***,5865,873,3064,483,***,***,NA,NA,***
20-Jan,Cathedral City,44,***,1434,55,199,2038,82,74,***,181,187,***,895,54,350,196,1633,658,***,937,177,NA,NA
20-Feb,Cathedral City,55,***,1517,49,191,2057,80,75,***,186,190,***,898,54,350,189,1625,668,***,933,171,NA,NA
20-Mar,Cathedral City,56,***,1493,52,186,2019,76,75,***,180,179,***,874,54,350,188,1591,672,***,940,171,NA,NA
20-Apr,Cathedral City,64,***,1317,43,180,1723,59,72,***,170,162,***,833,33,316,32,1006,371,***,921,173,NA,NA
20-May,Cathedral City,65,***,1350,49,187,1787,65,71,***,170,163,***,848,34,319,27,978,392,***,919,187,NA,NA
20-Jun,Cathedral City,69,***,1345,47,192,1798,65,64,***,169,173,***,882,35,318,54,1137,428,***,914,188,NA,NA
20-Jul,Cathedral City,93,***,1294,52,199,1881,71,47,***,177,168,***,881,26,393,87,1140,452,***,906,188,NA,NA
20-Aug,Cathedral City,110,***,1291,54,203,1896,72,21,***,174,150,***,873,30,406,21,1120,425,***,899,188,NA,NA
20-Sep,Cathedral City,123,***,1307,50,198,1908,74,30,***,167,150,***,849,30,407,24,1164,426,***,896,194,NA,NA
20-Oct,Cathedral City,111,***,1413,63,210,1993,78,59,***,172,126,***,876,26,435,61,1232,488,***,882,186,NA,NA
20-Nov,Cathedral City,121,***,1390,66,220,1996,80,42,***,171,126,***,878,30,451,31,1219,529,***,886,184,NA,NA
20-Dec,Cathedral City,121,***,1404,64,213,1996,81,42,***,170,124,***,870,33,444,21,1150,505,***,905,191,NA,NA
20-Jan,Coachella,2744,NA,454,739,276,1069,51,***,79,48,28,NA,157,***,196,NA,710,71,***,1815,NA,NA,NA
20-Feb,Coachella,2255,NA,447,737,273,1070,61,***,79,46,18,NA,147,***,196,NA,726,68,***,1812,NA,NA,NA
20-Mar,Coachella,2094,NA,464,752,267,1072,62,***,77,46,17,NA,130,***,194,NA,684,70,***,1805,NA,NA,NA
20-Apr,Coachella,1423,NA,398,690,255,912,59,***,83,42,20,NA,133,***,165,NA,569,64,***,1791,NA,NA,NA
20-May,Coachella,2755,NA,417,724,252,965,66,***,86,43,15,NA,142,***,159,NA,626,54,***,1504,NA,NA,NA
20-Jun,Coachella,2849,NA,400,791,250,963,58,***,90,43,16,NA,140,***,165,NA,678,59,***,1591,NA,NA,NA
20-Jul,Coachella,2411,NA,412,827,251,1090,49,***,88,43,15,NA,123,***,153,NA,663,82,***,1233,NA,NA,NA
20-Aug,Coachella,1837,NA,410,815,252,1090,56,***,87,43,15,NA,111,***,162,NA,646,81,***,1429,NA,NA,NA
20-Sep,Coachella,1997,NA,410,808,254,1104,51,***,84,43,16,NA,122,***,170,NA,654,83,***,1604,NA,NA,NA
20-Oct,Coachella,2383,NA,493,835,253,1118,45,***,85,42,18,NA,148,***,232,NA,672,81,***,1601,NA,NA,NA
20-Nov,Coachella,2961,NA,495,822,258,1122,50,***,82,43,18,NA,148,***,232,NA,676,78,***,1595,NA,NA,NA
20-Dec,Coachella,2774,NA,522,826,256,1109,46,***,82,43,18,NA,154,***,223,NA,657,76,***,1608,NA,NA,NA
20-Jan,Desert Hot Springs,***,NA,126,62,***,500,60,22,55,45,14,***,106,***,416,21,761,58,***,***,NA,NA,NA
20-Feb,Desert Hot Springs,***,NA,127,59,***,509,59,21,55,46,14,***,102,***,424,19,776,58,***,***,NA,NA,NA
20-Mar,Desert Hot Springs,***,NA,119,63,***,522,61,21,57,42,14,***,90,***,427,20,774,54,***,***,NA,NA,NA
20-Apr,Desert Hot Springs,151,NA,116,***,15,518,33,17,51,38,23,***,73,***,344,2,387,45,***,***,NA,NA,NA
20-May,Desert Hot Springs,157,NA,129,***,41,524,27,15,53,38,19,***,84,***,339,9,432,49,***,***,NA,NA,NA
20-Jun,Desert Hot Springs,149,NA,121,***,41,533,60,15,51,35,23,***,90,***,367,11,489,50,***,***,NA,NA,NA
20-Jul,Desert Hot Springs,145,NA,135,***,43,518,56,21,53,40,31,NA,73,***,307,***,501,53,***,***,NA,NA,NA
20-Aug,Desert Hot Springs,147,NA,138,***,42,540,58,21,51,33,32,NA,74,***,296,***,513,53,***,***,NA,NA,NA
20-Sep,Desert Hot Springs,144,NA,139,***,43,533,57,24,53,26,38,NA,78,***,290,***,565,57,***,***,NA,NA,NA
20-Oct,Desert Hot Springs,141,NA,155,***,22,535,52,21,52,27,35,NA,76,***,310,***,641,60,***,***,NA,NA,NA
20-Nov,Desert Hot Springs,147,NA,149,***,24,538,69,22,54,26,35,NA,80,***,325,***,666,58,***,***,NA,NA,NA
20-Dec,Desert Hot Springs,159,NA,148,***,24,534,68,20,53,23,34,NA,79,***,333,***,634,52,***,***,NA,NA,NA
20-Jan,Indian Wells,***,NA,***,***,***,48,NA,NA,141,67,120,NA,152,***,153,1233,1369,135,NA,***,NA,NA,NA
20-Feb,Indian Wells,***,NA,***,***,***,46,NA,NA,144,70,125,NA,148,***,96,1333,1370,134,NA,***,NA,NA,NA
20-Mar,Indian Wells,***,NA,***,***,***,41,NA,NA,145,65,128,NA,156,***,96,1503,1335,127,NA,***,NA,NA,NA
20-Apr,Indian Wells,***,NA,***,***,***,34,NA,NA,139,57,117,NA,103,***,62,820,514,97,NA,***,NA,NA,NA
20-May,Indian Wells,***,NA,***,***,***,31,NA,NA,135,57,120,NA,102,***,54,695,549,99,NA,***,NA,NA,NA
20-Jun,Indian Wells,***,NA,***,***,***,32,NA,NA,133,60,122,NA,112,***,59,615,972,102,NA,***,NA,NA,NA
20-Jul,Indian Wells,***,NA,***,***,***,32,NA,NA,134,58,115,NA,98,NA,65,580,446,102,NA,***,NA,NA,NA
20-Aug,Indian Wells,***,NA,***,***,***,34,NA,NA,130,57,112,NA,93,NA,63,579,517,96,NA,***,NA,NA,NA
20-Sep,Indian Wells,***,NA,***,***,***,36,NA,NA,128,58,115,NA,102,NA,61,585,581,96,NA,***,NA,NA,NA
20-Oct,Indian Wells,***,NA,***,***,***,39,NA,NA,133,61,122,NA,120,NA,86,763,606,104,NA,***,NA,NA,NA
20-Nov,Indian Wells,***,NA,***,***,***,40,NA,NA,135,60,126,NA,118,NA,76,1023,626,106,NA,***,NA,NA,NA
20-Dec,Indian Wells,***,NA,***,***,***,38,NA,NA,135,60,123,NA,122,NA,80,1044,583,108,NA,***,NA,NA,NA
20-Jan,Indio,794,***,2191,596,449,2783,216,325,197,221,280,NA,2421,61,1946,612,2026,608,244,3262,109,NA,***
20-Feb,Indio,751,***,2237,624,450,2789,216,320,202,224,308,NA,2482,63,1928,614,2123,612,240,3267,106,NA,***
20-Mar,Indio,644,***,2136,617,439,2774,215,326,200,220,297,NA,2299,60,1917,606,2027,596,239,3266,107,NA,***
20-Apr,Indio,403,***,1976,562,404,2437,193,311,189,185,278,NA,1579,39,1610,303,1270,419,239,2885,101,NA,***
20-May,Indio,733,***,2094,552,417,2501,208,306,198,171,292,NA,1694,40,1685,339,1471,435,238,2905,104,NA,***
20-Jun,Indio,666,***,2004,577,418,2562,251,300,198,173,292,NA,1769,41,1737,398,1641,467,239,2914,103,NA,***
20-Jul,Indio,604,***,1770,580,407,3002,246,305,200,151,290,NA,1945,29,1537,416,1527,509,235,2765,111,NA,***
20-Aug,Indio,421,***,1851,585,405,3068,225,303,199,157,277,NA,2194,23,1684,381,1489,445,235,2907,111,NA,***
20-Sep,Indio,466,***,1953,608,415,3002,244,297,194,152,273,NA,2373,38,1690,358,1528,473,236,2957,111,NA,***
20-Oct,Indio,736,***,1946,596,517,3206,191,295,194,196,291,NA,2679,50,1794,422,1716,529,235,2977,99,NA,***
20-Nov,Indio,499,***,2017,608,519,3227,192,299,197,193,296,NA,2686,50,1804,422,1745,559,234,3006,100,NA,***
20-Dec,Indio,403,***,2086,596,520,3209,196,306,193,193,293,NA,2476,50,1811,422,1642,531,236,2968,100,NA,***
20-Jan,La Quinta,522,NA,330,41,64,2699,16,130,170,194,295,NA,377,59,825,604,3701,341,***,***,NA,NA,NA
20-Feb,La Quinta,12,NA,358,44,67,2654,14,130,163,190,281,NA,385,57,843,615,3720,344,***,***,NA,NA,NA
20-Mar,La Quinta,12,NA,358,45,66,2622,13,133,163,186,278,NA,394,56,835,606,3140,332,***,***,NA,NA,NA
20-Apr,La Quinta,13,NA,336,28,33,1998,2,54,155,172,240,NA,350,43,688,725,2072,146,***,***,NA,NA,NA
20-May,La Quinta,13,NA,352,33,37,1958,4,57,152,178,255,NA,327,44,762,655,2220,161,***,***,NA,NA,NA
20-Jun,La Quinta,13,NA,358,35,36,2113,2,57,150,179,243,NA,316,50,828,567,2560,167,***,***,NA,NA,NA
20-Jul,La Quinta,13,***,353,36,37,2133,***,54,169,168,213,NA,298,60,790,471,1950,202,***,***,NA,NA,NA
20-Aug,La Quinta,13,***,353,40,36,2179,***,53,169,176,219,NA,283,60,808,480,1900,119,***,***,NA,NA,NA
20-Sep,La Quinta,13,***,343,43,35,2219,***,71,171,168,206,NA,299,56,789,489,1737,152,***,***,NA,NA,NA
20-Oct,La Quinta,13,***,355,44,37,2294,***,51,171,184,250,NA,291,65,839,622,2384,271,***,***,NA,NA,NA
20-Nov,La Quinta,13,***,361,42,40,2446,***,52,170,190,267,NA,296,69,861,884,2508,296,***,***,NA,NA,NA
20-Dec,La Quinta,12,***,362,42,41,2426,***,50,169,188,282,NA,308,62,833,887,2340,238,***,***,NA,NA,NA
20-Jan,Palm Desert,***,***,1794,298,397,5887,244,202,661,780,1268,***,1709,301,3311,2242,6576,1491,***,1585,***,NA,NA
20-Feb,Palm Desert,***,***,1859,298,386,5731,240,207,674,776,1296,***,1771,328,3391,2246,6626,1532,***,1579,***,NA,NA
20-Mar,Palm Desert,***,***,1793,286,378,5605,240,209,662,762,1258,***,1768,312,3308,2241,6623,1462,***,1584,***,NA,NA
20-Apr,Palm Desert,***,***,1520,240,320,3793,107,176,638,688,1058,***,1645,194,2796,988,3990,937,***,1601,***,NA,NA
20-May,Palm Desert,***,***,1701,228,330,3652,181,176,624,708,1113,***,1706,201,2851,1122,3972,1001,***,1613,***,NA,NA
20-Jun,Palm Desert,***,***,1770,249,339,4352,183,181,613,720,1127,***,1719,205,2759,1342,4753,1075,***,1619,***,NA,NA
20-Jul,Palm Desert,***,***,1675,230,338,4556,107,172,625,717,1111,41,1702,170,2867,1100,3399,1140,***,1594,***,NA,***
20-Aug,Palm Desert,***,***,1719,242,349,4504,106,170,618,731,1074,42,1710,162,2868,1007,3327,998,***,1579,***,NA,***
20-Sep,Palm Desert,***,***,1649,252,350,4720,98,167,610,722,1080,40,1693,198,2786,933,3589,1109,***,1580,***,NA,***
20-Oct,Palm Desert,***,***,1797,266,411,5049,128,163,634,738,1119,62,1723,263,2931,1458,4445,1230,***,1574,***,NA,***
20-Nov,Palm Desert,***,***,1826,272,412,5528,149,159,639,755,1135,60,1752,279,2967,1833,4554,1228,***,1574,***,NA,***
20-Dec,Palm Desert,***,***,1829,269,421,5584,141,153,625,753,1161,61,1735,277,2934,1801,4196,1112,***,1569,***,NA,***
20-Jan,Palm Springs,***,63,1067,289,257,3000,1300,265,350,549,651,6,1272,104,6160,625,7449,769,176,3171,***,NA,***
20-Feb,Palm Springs,***,64,1137,300,248,3001,1198,269,345,569,665,6,1297,113,6229,540,7257,783,176,3178,***,NA,***
20-Mar,Palm Springs,***,66,996,300,243,2946,1190,264,341,563,642,6,1269,108,6085,512,7011,748,174,3166,***,NA,***
20-Apr,Palm Springs,***,64,903,244,208,2565,994,183,325,413,564,8,988,91,5824,274,2402,441,178,2925,***,NA,***
20-May,Palm Springs,***,63,965,276,219,2584,935,182,324,338,590,9,1046,85,5882,314,2875,464,179,2529,***,NA,***
20-Jun,Palm Springs,***,61,985,275,232,2782,930,176,320,345,617,10,1048,87,5980,329,4090,547,183,2518,***,NA,***
20-Jul,Palm Springs,***,63,884,261,222,2485,856,178,327,381,494,9,1130,75,5864,303,3876,565,186,2564,***,NA,***
20-Aug,Palm Springs,***,63,975,261,227,2522,925,181,334,386,503,7,1128,69,5924,239,3807,479,187,2567,***,NA,***
20-Sep,Palm Springs,***,63,894,266,226,2562,949,175,319,377,512,7,1131,85,5949,239,4052,511,188,2568,***,NA,***
20-Oct,Palm Springs,***,63,912,261,234,2991,1062,178,312,471,555,7,1015,87,5998,328,4666,684,192,2703,***,NA,***
20-Nov,Palm Springs,***,63,912,266,241,2996,1191,177,312,482,557,7,996,86,5998,342,4806,695,184,2734,***,NA,***
20-Dec,Palm Springs,***,65,895,273,238,2987,1284,169,317,506,555,7,988,85,6021,343,4091,654,185,2697,***,NA,***
20-Jan,Rancho Mirage,NA,NA,133,55,61,1120,***,115,135,254,399,NA,259,113,5887,929,3131,499,***,***,NA,NA,***
20-Feb,Rancho Mirage,NA,NA,132,55,56,1112,***,121,136,250,403,NA,265,118,5925,924,3194,505,***,***,NA,NA,***
20-Mar,Rancho Mirage,NA,NA,127,53,52,1104,***,118,132,247,388,NA,260,110,5867,852,3325,491,***,***,NA,NA,***
20-Apr,Rancho Mirage,NA,NA,118,47,49,896,***,20,136,218,349,NA,266,75,5687,415,1528,327,***,1641,NA,NA,***
20-May,Rancho Mirage,NA,NA,116,46,44,897,***,21,134,215,317,NA,271,82,5767,364,1528,368,***,1461,NA,NA,***
20-Jun,Rancho Mirage,NA,NA,113,50,50,939,***,22,128,222,282,NA,265,86,5654,399,1994,344,***,1541,NA,NA,***
20-Jul,Rancho Mirage,NA,NA,96,***,38,893,10,24,145,215,296,***,228,65,6008,385,1875,307,***,***,NA,NA,***
20-Aug,Rancho Mirage,NA,NA,98,***,38,949,10,23,143,202,306,***,231,84,5988,342,1304,291,***,***,NA,NA,***
20-Sep,Rancho Mirage,NA,NA,94,***,35,971,10,32,137,203,310,***,245,100,5997,388,1401,313,***,***,NA,NA,***
20-Oct,Rancho Mirage,NA,NA,100,***,39,1026,10,15,137,207,341,***,252,105,6261,459,1647,383,***,***,NA,NA,***
20-Nov,Rancho Mirage,NA,NA,94,***,41,1024,10,13,137,216,398,***,273,110,6265,634,1610,424,***,***,NA,NA,***
20-Dec,Rancho Mirage,NA,NA,94,***,36,1020,10,17,134,219,372,***,273,106,6248,635,1342,410,***,***,NA,NA,***
21-Jan,Cathedral City,114,***,1420,67,273,1985,75,44,***,171,151,***,892,35,452,***,1075,513,***,877,192,NA,NA
21-Feb,Cathedral City,110,***,1425,66,276,1996,72,41,***,169,147,***,913,35,461,***,1198,524,***,883,187,NA,NA
21-Mar,Cathedral City,56,***,1440,65,217,1976,76,44,***,166,147,***,905,40,455,***,1238,456,***,879,185,NA,NA
21-Apr,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jun,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jul,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Aug,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Sep,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Oct,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Nov,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Dec,Cathedral City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jan,Coachella,2404,,530,827,258,1145,56,***,88,42,18,,154,***,230,***,636,68,***,1599,NA,NA,NA
21-Feb,Coachella,2171,,572,845,258,1151,53,***,88,42,16,,148,***,233,***,675,73,***,1595,NA,NA,NA
21-Mar,Coachella,1948,,563,836,258,1123,55,***,88,42,16,,153,***,232,***,690,79,***,1598,NA,NA,NA
21-Apr,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jun,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jul,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Aug,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Sep,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Oct,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Nov,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Dec,Coachella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jan,Desert Hot Springs,168,,156,***,23,547,69,20,53,27,19,,84,,314,***,528,55,***,***,NA,NA,NA
21-Feb,Desert Hot Springs,186,,152,***,24,558,67,20,52,27,21,,80,,324,***,603,65,***,***,NA,NA,NA
21-Mar,Desert Hot Springs,204,,143,***,24,531,68,20,50,27,20,,82,,324,***,631,67,***,***,NA,NA,NA
21-Apr,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jun,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jul,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Aug,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Sep,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Oct,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Nov,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Dec,Desert Hot Springs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jan,Indian Wells,***,,16,***,***,37,,,131,66,118,,129,,88,940,401,115,,***,NA,NA,NA
21-Feb,Indian Wells,***,,15,***,***,41,,,127,64,122,,133,,95,1028,533,119,,***,NA,NA,NA
21-Mar,Indian Wells,***,,15,***,***,44,,,118,65,115,,136,,94,1054,608,119,,***,NA,NA,NA
21-Apr,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jun,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jul,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Aug,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Sep,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Oct,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Nov,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Dec,Indian Wells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jan,Indio,429,***,2094,628,481,3087,219,307,188,203,282,,2441,50,1786,372,1612,509,245,3011,101,NA,***
21-Feb,Indio,447,***,2122,635,485,3108,229,300,183,217,299,,2749,50,1790,408,1749,559,251,3028,99,NA,***
21-Mar,Indio,462,***,2144,641,495,3087,221,294,183,216,296,,2937,54,1783,416,1741,550,250,3036,101,NA,***
21-Apr,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jun,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jul,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Aug,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Sep,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Oct,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Nov,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Dec,Indio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jan,La Quinta,16,***,366,41,44,2359,***,48,173,185,262,,294,58,838,890,2208,151,***,***,NA,NA,NA
21-Feb,La Quinta,15,***,373,46,47,2297,***,51,169,191,270,,296,66,849,943,2831,255,***,***,NA,NA,NA
21-Mar,La Quinta,14,***,358,46,50,2253,***,56,167,194,262,,291,62,863,977,2730,264,***,***,NA,NA,NA
21-Apr,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jun,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Jul,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Aug,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Sep,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Oct,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Nov,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-Dec,La Quinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
